!,š,100v.5.8
9ha8Î,icub?,70r2.4th_ring.11
9ha9,icui,69v.2nd_ring.1
9haIe*,icuŋmn,23r.4.3
9haIy,icuŋs,55r.3.1
9haM,icurŋg,36r.6.3
9haN,icug,55v.5.4
9haN ap,icug un,116r.2.14
9haY,icus,45v.3.10
9hae,icum,39r.11.7
9hae,icum,48v.11.3
9hae,icum,58r.14.7
9hae,icum,58r.17.4
9hae,icum,58v.25.10
9hae,icum,78v.11.5
9hae,icum,86v5.22.3
9hae,icum,rose.north_ring.11
9hae,icum,94r.8.3
9hae 9,icum i,58r.40.6
9hae am,icum uŋg,106r.29.5
9hae hae,icum cum,107r.28.11
9hae9,icumi,58v.8.10
9hae9,icumi,58v.26.1
9hae9,icumi,67r2.red_outer_ring.18
9hae9,icumi,67v2.sun_bottom_right.2
9hae9,icumi,95v2.6.2
9haeA,icumk',66r.labels_down_left_side.10
9haeaz oe,icumurs om,72r3.2nd_ring.1
9haehan,icumcurg,86v5.16.4
9hah9,icuci,55v.9.1
9haie,icurm,79v.19.1
9haiy,icurs,55r.2.5
9haiyam,icursuŋg,72r3.4th_ring.13
9ham,icuŋg,1r.3.4
9ham,icuŋg,9v.3.3
9ham,icuŋg,22v.2.2
9ham,icuŋg,23r.3.3
9ham,icuŋg,31v.8.1
9ham,icuŋg,37r.9.3
9ham,icuŋg,40r.11.2
9ham,icuŋg,43v.3.9
9ham,icuŋg,45r.2.9
9ham,icuŋg,55v.6.1
9ham,icuŋg,55v.11.1
9ham,icuŋg,58v.6.8
9ham,icuŋg,58v.8.9
9ham,icuŋg,58v.16.1
9ham,icuŋg,81v.23.3
9ham,icuŋg,86v6.8.1
9ham,icuŋg,86v6.9.2
9ham,icuŋg,86v6.10.2
9ham,icuŋg,86v6.25.6
9ham,icuŋg,86v5.9.8
9ham,icuŋg,86v5.10.9
9ham,icuŋg,86v5.17.5
9ham,icuŋg,86v5.20.6
9ham,icuŋg,86v5.22.1
9ham,icuŋg,86v5.23.1
9ham,icuŋg,86v3.north_4.1
9ham,icuŋg,86v3.north_6.4
9ham,icuŋg,86v3.north_6.5
9ham,icuŋg,86v3.east_2.10
9ham,icuŋg,86v3.west_2.9
9ham,icuŋg,94r.5.5
9ham,icuŋg,95r1.11.1
9ham,icuŋg,104v.24.1
9ham,icuŋg,105r.4.1
9ham,icuŋg,106v.13.9
9ham,icuŋg,107r.28.10
9ham,icuŋg,113v.23.1
9ham,icuŋg,115r.31.2
9han,icurg,23r.10.8
9han,icurg,50r.6.1
9han,icurg,55v.5.3
9han,icurg,55v.7.2
9han,icurg,55v.9.9
9han,icurg,75v.11.3
9han,icurg,84r.21.4
9han,icurg,86v6.29.6
9han,icurg,86v5.9.5
9han,icurg,86v5.24.3
9han,icurg,107r.3.6
9hap,icun,18v.8.7
9hap,icun,43r.3.14
9hap,icun,72v3.2nd_ring.6
9hap,icun,89v2.12.3
9hap,icun,105r.29.12
9has,icul,67r1.center.12
9hax,icus,55r.4.8
9hay,icus,18v.6.8
9hay,icus,33v.5.9
9hay,icus,34v.2.9
9hay,icus,39v.2.10
9hay,icus,43r.5.1
9hay,icus,43v.8.8
9hay,icus,46r.3.13
9hay,icus,46v.12.1
9hay,icus,50v.8.1
9hay,icus,52v.13.1
9hay,icus,55r.2.10
9hay,icus,55v.10.10
9hay,icus,58v.32.6
9hay,icus,67r2.red_outer_ring.17
9hay,icus,69r.3.6
9hay,icus,69v.2nd_ring.3
9hay,icus,69v.2nd_ring.24
9hay,icus,76r.35.4
9hay,icus,84r.24.8
9hay,icus,86v5.10.1
9hay,icus,86v5.14.10
9hay,icus,86v5.15.1
9hay,icus,86v5.15.9
9hay,icus,86v5.16.5
9hay,icus,86v5.38.7
9hay,icus,88r.13.1
9hay,icus,95r1.11.7
9hay,icus,104r.3.4
9hay,icus,106r.25.11
9hay,icus,106r.46.6
9hay,icus,108v.27.11
9hay,icus,114r.6.10
9hay,icus,114r.34.3
9hay9,icusi,rose.neast_center_2.18
9hayaeap,icusumun,67v2.outer_ring_east_2.1
9hayo,icuso,94r.5.9
9hayos,icusol,67r1.outer_ring.37
9haz,icurs,16r.3.6
9haz,icurs,52r.5.7
9haz,icurs,55v.6.3
9haz,icurs,58v.10.1
9haz,icurs,105r.20.5
9haz,icurs,112r.1.3
9hazoeh9,icursomci,86v6.12.4
9hc%9,ickši,86v5.31.9
9hc1c7,ickškf,48r.9.1
9hc1c9,ickški,115r.18.5
9hc1o,ickšo,67r2.red_outer_ring.5
9hc1o,ickšo,100r.3.11
9hc1o8,ickšob,58r.3.1
9hc1o89,ickšobi,69r.radial_21.1
9hc5c9,ickški,81v.13.1
9hc69,ickbi,31r.13.4
9hc69,ickbi,78r.6.6
9hc7(,ickfi,114r.30.7
9hc79,ickfi,33v.4.8
9hc79,ickfi,39v.4.7
9hc79,ickfi,41r.7.5
9hc79,ickfi,41r.10.5
9hc79,ickfi,48v.8.5
9hc79,ickfi,75v.label_text_2.9
9hc79,ickfi,78r.31.3
9hc79,ickfi,81v.13.8
9hc79,ickfi,84r.32.1
9hc79,ickfi,84v.16.3
9hc79,ickfi,rose.neast_ring.10
9hc79,ickfi,105r.12.10
9hc7979,ickfifi,43r.13.10
9hc7H9,ickfgʰi,114v.22.8
9hc89,ickbi,34r.7.6
9hc89,ickbi,86v6.44.9
9hc89,ickbi,rose.south_center.4
9hc89,ickbi,95r1.10.6
9hc89,ickbi,112r.25.5
9hc8aJ9,ickbudi,81v.13.6
9hc8am,ickbuŋg,66v.13.5
9hc8ay,ickbus,108r.32.1
9hc8oy,ickbos,105v.12.4
9hc9,icki,9v.3.1
9hc9,icki,26v.7.9
9hc9,icki,46r.5.3
9hc9,icki,58v.30.3
9hc9,icki,69v.2nd_ring.20
9hc9,icki,73v.4th_ring.6
9hc9,icki,73v.4th_ring.9
9hc9,icki,99v.14.7
9hc9 7ap,icki fun,73r.outer_ring.1
9hc989,ickibi,69v.radial_18.1
9hcC9,ickθi,50v.3.6
9hcL9,ickkʰi,26r.2.4
9hcQ9,ickni,70r2.2.8
9hcae,ickum,70r1.center.4
9hcan,ickurg,58v.20.3
9hcc(,ickki,21r.12.1
9hcc19,ickkši,68r2.2.2
9hcc19,ickkši,75v.26.1
9hcc29,ickkši,86v5.38.4
9hcc79,ickkfi,26r.3.5
9hcc79,ickkfi,85r1.24.2
9hcc89,ickkbi,31r.7.7
9hcc89,ickkbi,39v.11.6
9hcc89,ickkbi,43v.4.2
9hcc89,ickkbi,48v.2.4
9hcc89,ickkbi,75v.31.1
9hcc89,ickkbi,79v.31.4
9hcc89,ickkbi,85r2.quad_1_2.4
9hcc89,ickkbi,rose.neast_ring.31
9hcc89,ickkbi,94v.2.7
9hcc89,ickkbi,103r.39.1
9hcc89,ickkbi,108r.10.6
9hcc8ae,ickkbum,48v.11.1
9hcc9,ickki,39r.14.7
9hcc9,ickki,45r.3.8
9hcc9,ickki,48r.6.11
9hcc9,ickki,50r.9.3
9hcc9,ickki,73v.4th_ring.7
9hcc9,ickki,78v.6.6
9hcc9,ickki,81v.11.5
9hcc9,ickki,88v.16.1
9hcc9,ickki,90v2.2.5
9hcc9,ickki,102v2.16.8
9hcc9,ickki,103v.28.3
9hcc9,ickki,112v.46.1
9hcc9 hap,ickki cun,102r1.11.9
9hccAe9,ickkk'mi,72r3.3rd_ring.11
9hccae,ickkum,69v.2nd_ring.8
9hccap,ickkun,100r.6.11
9hccay,ickkus,107v.17.3
9hccc89,ickkkbi,48v.1.6
9hcccc8aZ,ickkkkbuŋs,70r2.2nd_ring.7
9hcco,ickko,31v.3.1
9hcco,ickko,41r.2.1
9hcco,ickko,67v1.center_3.1
9hcco,ickko,108r.11.8
9hcco s,ickko l,112r.41.7
9hcco8,ickkob,50v.10.5
9hcco89,ickkobi,68v2.outer_ring.2
9hcco89,ickkobi,73v.2nd_ring.13
9hcco89,ickkobi,102v1.12.1
9hcco8an,ickkoburg,100r.2.5
9hcco8ap,ickkobun,48r.7.8
9hccoe,ickkom,68v3.inner_ring.13
9hccoe,ickkom,100v.3.1
9hccoe,ickkom,107r.1.3
9hccoe 6ay,ickkom bus,90v2.6.8
9hccoes,ickkoml,37v.17.3
9hccoy,ickkos,72v2.2nd_ring.18
9hccoy,ickkos,87v.4.3
9hccoy,ickkos,90v1.10.1
9hccoy,ickkos,113r.33.1
9hccs,ickkl,70r2.2nd_ring.11
9hccs,ickkl,79v.20.6
9hco,icko,34r.13.1
9hco,icko,89r2.11.12
9hco 2c,icko šk,68r3.radial_6.2
9hco 8 am,icko b uŋg,114r.36.4
9hco am,icko uŋg,41v.7.6
9hco y,icko s,6r.3.6
9hco79,ickofi,43r.14.1
9hco79,ickofi,67r2.red_outer_ring.12
9hco79,ickofi,70v1.outer_ring.2
9hco79,ickofi,89v2.6.7
9hco79,ickofi,90r1.7.9
9hco8,ickob,41r.11.1
9hco89,ickobi,14r.13.5
9hco89,ickobi,43v.7.2
9hco89,ickobi,68r2.5.4
9hco89,ickobi,68v2.1.5
9hco89,ickobi,69v.radial_13.1
9hco89,ickobi,70r1.1st_ring.20
9hco89,ickobi,73v.outer_ring.2
9hco89,ickobi,73v.2nd_ring.7
9hco89,ickobi,89v2.11.8
9hco89,ickobi,102r2.11.4
9hco8an,ickoburg,88v.13.2
9hco8ay,ickobus,53r.6.1
9hco8ay,ickobus,67v1.outer_ring.9
9hcoHc9,ickogʰki,102r2.12.1
9hcoc29,ickokši,113r.23.1
9hcoccs,ickokkl,68v3.outer_ring.23
9hcoe,ickom,45r.4.4
9hcoe,ickom,45r.4.5
9hcoe,ickom,48v.10.4
9hcoe,ickom,51v.10.1
9hcoe,ickom,58r.13.4
9hcoe,ickom,66r.labels_down_left_side.5
9hcoe,ickom,68v3.t_map_3.2
9hcoe,ickom,68v3.t_map_3.9
9hcoe,ickom,89r2.9.15
9hcoe,ickom,99v.18.7
9hcoe,ickom,101v2-v1.5.7
9hcoe,ickom,108r.30.1
9hcoe89,ickombi,51r.13.6
9hcoeae,ickomum,72r3.3rd_ring.7
9hcoes,ickoml,39r.10.6
9hcoes,ickoml,72v1.center_ring.3
9hcos,ickol,31v.5.1
9hcos,ickol,57r.10.6
9hcos,ickol,66v.3.1
9hcos,ickol,67r1.2nd_ring.10
9hcoy,ickos,17v.13.1
9hcoy,ickos,88r.5.5
9hcoy,ickos,89v2.9.11
9hcoy,ickos,96r.8.1
9hcoy,ickos,101r1-r2.9.4
9hcoy,ickos,101r1-r2.9.8
9hcs,ickl,68v3.outer_ring.18
9hcy,icks,39r.11.5
9hd89,ictˤbi,86v6.14.4
9hd89,ictˤbi,86v3.south_8.1
9hd89,ictˤbi,105v.2.2
9hd9,ictˤi,67v1.center_5.1
9hd9,ictˤi,88r.15.1
9hd9,ictˤi,111v.40.1
9hd9,ictˤi,114r.12.6
9hdjoe,ictˤhom,68v2.pieslice_3.1
9hdo89,ictˤobi,85r1.13.5
9hdos,ictˤol,111r.14.4
9he,icm,105r.34.6
9ho,ico,18v.10.1
9ho,ico,71r.outer_ring.12
9ho7ay,icofus,rose.neast_center_2.17
9ho7ay,icofus,90r1.9.1
9ho89,icobi,2r.9.5
9ho89,icobi,53r.5.5
9ho8aiY,icoburs,89v2.2.2
9ho8ay,icobus,66r.8.8
9hoF9,icoti,89r1.labels_bottom.1
9hoY,icos,68v3.inner_ring.7
9hoam,icouŋg,3v.1.6
9hoam,icouŋg,67r2.1.8
9hoe,icom,1v.7.7
9hoe,icom,1v.7.10
9hoe,icom,13v.8.4
9hoe,icom,18v.10.4
9hoe,icom,35v.15.1
9hoe,icom,37v.20.2
9hoe,icom,44r.10.4
9hoe,icom,51v.5.6
9hoe,icom,66r.9.10
9hoe,icom,94v.11.6
9hoe79,icomfi,95r1.9.7
9hoe8ap,icombun,54v.3.6
9hoe9,icomi,13r.9.5
9hoe9,icomi,72r3.3rd_ring.37
9hoeAy,icomk's,43r.8.10
9hoeam,icomuŋg,70v2.4th_ring.8
9hoeo89,icomobi,45r.9.5
9hoeohan,icomocurg,22r.13.4
9hom,icoŋg,5v.4.4
9hom,icoŋg,20v.2.2
9hom,icoŋg,37r.2.1
9houay,icoħus,66v.11.6
9hoy,icos,13r.3.5
9hoy,icos,23r.3.2
9hoy,icos,23r.6.2
9hoy,icos,50v.7.5
9hoy,icos,56v.13.1
9hoy,icos,67r2.2nd_ring_6.3
9hoy59,icosši,90r1.3.6
9hoy9,icosi,102v2.9.9
9j179,ihšfi,85r1.31.5
9j17az,ihšfurs,94v.9.7
9j189,ihšbi,26v.1.8
9j18am,ihšbuŋg,34v.6.6
9j18ay,ihšbus,85r1.31.3
9j19,ihši,9v.5.4
9j19,ihši,68v2.pieslice_3.2
9j1S9,ihškli,86v5.4.1
9j1ae,ihšum,54v.2.8
9j1am,ihšuŋg,2r.1.5
9j1c79,ihškfi,86v3.west_1.4
9j1c89,ihškbi,26v.1.7
9j1c89,ihškbi,41r.4.3
9j1c89,ihškbi,41v.2.5
9j1c89,ihškbi,46r.6.5
9j1c89,ihškbi,48v.1.8
9j1c89,ihškbi,105r.29.11
9j1c89,ihškbi,105r.35.1
9j1c89,ihškbi,105v.20.9
9j1c9,ihški,43v.10.9
9j1c9,ihški,86v3.east_1.2
9j1c9,ihški,86v3.east_1.7
9j1c9,ihški,101r1-r2.7.9
9j1cc9,ihškki,9v.5.2
9j1cs,ihškl,66r.1.7
9j1d9,ihštˤi,105r.1.5
9j1oGcosam,ihšodkoluŋg,87r.1.3
9j1oe,ihšom,99r.9.6
9j1oy,ihšos,86v5.27.2
9j1oê9,ihšo?i,16r.10.4
9j5cay,ihškus,86v3.north_5.4
9jAy,ihk's,85r1.23.5
9jAy9,ihk'si,102v1.labels_top.4
9jaZ,ihuŋs,73v.2nd_ring.9
9jae,ihum,58v.1.7
9jae,ihum,rose.center_2nd_ring.9
9jaiy,ihurs,67r2.1.7
9jay,ihus,43r.1.6
9jaz,ihurs,105r.22.2
9jaz 9,ihurs i,48v.1.11
9joeoe,ihomom,70r1.center.1
9k,iħ,56r.10.4
9k,iħ,69r.outside_ring.19
9k 1oy,iħ šos,56r.10.1
9k an,iħ urg,35r.15.5
9k1,iħš,19v.4.1
9k119,iħšši,93r.3.4
9k15C9,iħššθi,86v3.west_3.11
9k179,iħšfi,43v.9.1
9k179,iħšfi,46r.7.4
9k179,iħšfi,50r.9.1
9k179,iħšfi,66v.7.8
9k179,iħšfi,95v1.2.9
9k189,iħšbi,43r.3.8
9k189,iħšbi,45v.6.6
9k189,iħšbi,86v5.31.3
9k189,iħšbi,86v3.center_8.1
9k189,iħšbi,106r.3.4
9k18ap,iħšbun,52r.5.8
9k19,iħši,3v.12.3
9k19,iħši,8v.6.3
9k19,iħši,11r.2.5
9k19,iħši,11v.2.7
9k19,iħši,13r.4.2
9k19,iħši,16v.5.1
9k19,iħši,16v.5.5
9k19,iħši,20r.11.3
9k19,iħši,27r.8.1
9k19,iħši,35v.4.1
9k19,iħši,36v.8.2
9k19,iħši,45v.11.3
9k19,iħši,68v2.1.8
9k19,iħši,86v5.29.7
9k19,iħši,86v5.32.2
9k19,iħši,105r.3.8
9k1C9,iħšθi,7r.3.4
9k1ah9,iħšuci,11r.2.6
9k1am,iħšuŋg,2r.5.6
9k1as,iħšul,9r.10.1
9k1ax*,iħšusn,18r.3.7
9k1ay,iħšus,27v.1.6
9k1c79,iħškfi,115v.4.7
9k1c8,iħškb,114r.35.8
9k1c8 9,iħškb i,104v.14.1
9k1c89,iħškbi,33r.2.1
9k1c89,iħškbi,43r.8.1
9k1c89,iħškbi,43r.11.1
9k1c89,iħškbi,48r.6.3
9k1c89,iħškbi,85r2.quad_3_4.1
9k1c89,iħškbi,104v.22.1
9k1c89,iħškbi,106r.2.2
9k1c89,iħškbi,112r.28.7
9k1c89,iħškbi,114v.16.1
9k1c8ae,iħškbum,48v.10.9
9k1c9,iħški,25r.4.3
9k1c9,iħški,46v.3.1
9k1c9,iħški,52v.2.1
9k1c9,iħški,54r.3.9
9k1c9,iħški,69r.3.7
9k1c9,iħški,86v5.38.5
9k1c9,iħški,86v3.south_2.1
9k1c9,iħški,96v.3.6
9k1c9,iħški,116r.26.1
9k1cA,iħškk',87v.12.1
9k1co89koy,iħškobiħos,69r.outside_ring.38
9k1co8aY,iħškobus,86v3.south_1.5
9k1cos,iħškol,70r1.radials.6
9k1o,iħšo,23r.6.10
9k1o79,iħšofi,58r.17.8
9k1o89,iħšobi,8r.10.5
9k1o89,iħšobi,45r.6.4
9k1o89,iħšobi,51v.3.5
9k1o89,iħšobi,68r1.labels_2.5
9k1o8am,iħšobuŋg,53r.4.1
9k1o8e9,iħšobmi,67r2.3rd_ring.9
9k1o9,iħšoi,4v.6.1
9k1o9,iħšoi,6v.4.2
9k1oKoe,iħšojom,6v.18.1
9k1oe,iħšom,22v.3.6
9k1oe,iħšom,28r.9.1
9k1oe,iħšom,44r.6.2
9k1oe,iħšom,86v3.center_7.6
9k1oe,iħšom,93v.6.1
9k1oe,iħšom,93v.9.7
9k1op,iħšon,45v.7.4
9k1os,iħšol,6v.12.1
9k1os,iħšol,31v.2.1
9k1oy,iħšos,15v.5.4
9k1oy,iħšos,15v.8.1
9k1oy,iħšos,16v.2.1
9k1oy,iħšos,19r.13.2
9k1oy,iħšos,19v.13.6
9k1oy,iħšos,29v.2.8
9k1oy,iħšos,36r.8.1
9k1oy,iħšos,37v.6.2
9k1oy,iħšos,54r.10.10
9k1oy,iħšos,84r.26.7
9k1oy8,iħšosb,45v.10.5
9k29,iħši,13r.3.7
9k29,iħši,18v.1.3
9k2c79,iħškfi,95v1.4.7
9k2co8,iħškob,50v.9.1
9k2o,iħšo,44r.11.1
9k3(,iħši,86v6.24.8
9k3o,iħšo,32r.4.3
9k8*,iħbn,18v.1.7
9k8ay,iħbus,86v5.28.7
9k9,iħi,3v.13.4
9k9,iħi,4r.4.3
9k9,iħi,10r.3.8
9k9,iħi,10r.7.4
9k9,iħi,14v.4.1
9k9,iħi,14v.4.6
9k9,iħi,22r.11.6
9k9,iħi,35v.2.4
9k9,iħi,43r.3.1
9k9,iħi,43r.3.2
9k9,iħi,46r.9.12
9k9,iħi,52r.1.9
9k9,iħi,57v.outer_ring.22
9k9,iħi,68v3.outer_ring.24
9k9,iħi,69r.4.5
9k9,iħi,72v3.4th_ring.2
9k9,iħi,79v.39.10
9k9,iħi,86v6.21.7
9k9,iħi,89r1.13.5
9k9,iħi,90v1.5.5
9k9,iħi,94r.8.1
9k9,iħi,95v1.4.9
9k97a,iħifu,69v.3rd_ring.16
9k989,iħibi,43r.12.12
9k9ham,iħicuŋg,14v.3.4
9kAe,iħk'm,86v5.2.11
9kAp,iħk'n,23r.5.3
9kC*,iħθn,72v2.3rd_ring.5
9kC19g19,iħθšihši,103r.1.3
9kC79,iħθfi,26v.6.12
9kC79,iħθfi,48v.4.8
9kC79,iħθfi,86v3.west_4.1
9kC79,iħθfi,rose.seast_center_2.3
9kC79,iħθfi,107r.10.1
9kC79,iħθfi,114r.40.1
9kC7ay,iħθfus,84v.38.1
9kC89,iħθbi,41r.7.3
9kC89,iħθbi,43v.10.7
9kC89,iħθbi,46v.8.1
9kC89,iħθbi,48r.7.3
9kC89,iħθbi,79v.15.1
9kC89,iħθbi,86v6.11.6
9kC89,iħθbi,104r.41.7
9kC89,iħθbi,106r.1.3
9kC89,iħθbi,108r.46.1
9kC89,iħθbi,116r.8.2
9kC9,iħθi,43v.11.4
9kC9,iħθi,48r.5.1
9kC9,iħθi,67r1.3rd_ring.13
9kC9,iħθi,69r.2nd_ring.5
9kC9,iħθi,73r.outer_ring.30
9kC9,iħθi,76v.1.4
9kC9,iħθi,79r.28.5
9kC9,iħθi,79v.33.4
9kC9,iħθi,86v5.21.5
9kC9,iħθi,86v3.east_5.3
9kC9,iħθi,86v3.west_1.10
9kC9,iħθi,87r.3.3
9kC9,iħθi,90v1.3.9
9kC9,iħθi,103v.26.1
9kC9,iħθi,106r.38.5
9kC9,iħθi,114r.33.4
9kCo,iħθo,69v.outer_ring.17
9kCo,iħθo,112r.43.1
9kCo79,iħθofi,73r.top.4
9kCo79,iħθofi,86v3.west_3.3
9kCoc9,iħθoki,67r1.1.5
9ka29,iħuši,58r.16.4
9ka?,iħu?,101v2-v1.labels_1.4
9kaT ae okan,iħul um oħurg,95v2.7.4
9kaZ,iħuŋs,70r2.6.7
9kae,iħum,13v.9.4
9kae,iħum,19v.9.4
9kae,iħum,34v.3.1
9kae,iħum,51v.4.3
9kae,iħum,54v.15.3
9kae,iħum,58r.2.7
9kae,iħum,58v.8.6
9kae,iħum,58v.13.3
9kae,iħum,65v.3.1
9kae,iħum,69r.outside_ring.14
9kae,iħum,72v1.outer_ring.22
9kae,iħum,76r.21.13
9kae,iħum,76r.30.10
9kae,iħum,77v.29.3
9kae,iħum,86v6.18.4
9kae,iħum,86v5.11.6
9kae1os,iħumšol,67r2.1.10
9kae279,iħumšfi,72r1.2nd_ring.7
9kae9,iħumi,6r.5.4
9kae9,iħumi,46r.9.7
9kae9,iħumi,72v1.2nd_ring.2
9kae9,iħumi,73v.center_ring.8
9kae9,iħumi,86v5.20.4
9kaeaN,iħumug,58r.5.12
9kaeo89,iħumobi,58r.7.6
9kaip,iħurn,86v5.35.5
9kaiyae,iħursum,72r3.4th_ring.5
9kaj9,iħuhi,86v3.north_7.3
9kam,iħuŋg,6r.3.7
9kam,iħuŋg,9r.2.3
9kam,iħuŋg,16r.9.2
9kam,iħuŋg,19v.13.7
9kam,iħuŋg,22r.7.6
9kam,iħuŋg,22v.4.6
9kam,iħuŋg,36r.2.3
9kam,iħuŋg,37r.2.8
9kam,iħuŋg,43v.7.9
9kam,iħuŋg,44v.6.3
9kam,iħuŋg,44v.6.8
9kam,iħuŋg,45r.9.6
9kam,iħuŋg,54v.5.2
9kam,iħuŋg,55v.10.7
9kam,iħuŋg,78v.24.1
9kam,iħuŋg,83r.17.4
9kam,iħuŋg,86v6.18.1
9kam,iħuŋg,86v6.22.5
9kam,iħuŋg,86v6.29.5
9kam,iħuŋg,86v6.43.3
9kam,iħuŋg,86v5.6.4
9kam,iħuŋg,86v5.6.7
9kam,iħuŋg,86v5.13.4
9kam,iħuŋg,86v5.21.6
9kam,iħuŋg,86v5.34.7
9kam,iħuŋg,86v5.38.9
9kam,iħuŋg,86v3.north_3.2
9kam,iħuŋg,86v3.north_3.3
9kam,iħuŋg,86v3.north_3.4
9kam,iħuŋg,86v3.north_7.2
9kam,iħuŋg,86v3.east_4.7
9kam,iħuŋg,104v.18.5
9kam,iħuŋg,104v.22.9
9kam,iħuŋg,105v.3.3
9kam,iħuŋg,105v.36.5
9kam,iħuŋg,106r.20.1
9kam,iħuŋg,107r.7.1
9kam,iħuŋg,107r.48.12
9kam,iħuŋg,113r.31.1
9kam,iħuŋg,114r.1.4
9kam *,iħuŋg n,105v.6.12
9kan,iħurg,1r.9.6
9kan,iħurg,75r.7.3
9kan,iħurg,76r.39.6
9kan,iħurg,86v6.41.8
9kan,iħurg,86v5.31.6
9kan,iħurg,86v3.north_2.6
9kan,iħurg,86v3.north_5.5
9kan,iħurg,106v.3.7
9kan,iħurg,106v.10.5
9kan,iħurg,107r.11.5
9kan,iħurg,114r.34.1
9kan,iħurg,115v.1.4
9kap,iħun,33v.2.8
9kap,iħun,43r.5.11
9kap,iħun,48v.9.11
9kap,iħun,48v.11.4
9kap,iħun,51v.3.8
9kap,iħun,54v.9.4
9kap,iħun,58r.3.3
9kap,iħun,58v.15.11
9kap,iħun,79v.6.10
9kap,iħun,86v5.10.11
9kap,iħun,86v3.north_7.7
9kap,iħun,105r.10.4
9kaq,iħuŋn,86v5.20.10
9kas,iħul,70r2.8.1
9kasap,iħulun,89r2.labels_bottom.5
9kay,iħus,19v.13.5
9kay,iħus,34r.2.1
9kay,iħus,36v.2.6
9kay,iħus,58r.2.8
9kay,iħus,58r.13.1
9kay,iħus,58r.22.2
9kay,iħus,70r1.2nd_ring.31
9kay,iħus,70r2.6.1
9kay,iħus,81r.29.6
9kay,iħus,85r1.33.5
9kay,iħus,86v6.8.5
9kay,iħus,86v5.5.8
9kay,iħus,86v5.6.3
9kay,iħus,86v5.20.8
9kay,iħus,86v5.27.7
9kay,iħus,86v3.north_3.7
9kay,iħus,rose.west_ring.20
9kay,iħus,94v.9.1
9kay,iħus,95r1.5.1
9kay,iħus,106v.13.6
9kay,iħus,106v.46.1
9kay,iħus,107r.1.10
9kay,iħus,107v.5.10
9kay,iħus,114v.12.7
9kay,iħus,115r.44.10
9kay,iħus,115v.36.1
9kay9,iħusi,69v.radial_27.1
9kayay,iħusus,86v5.28.11
9kayo89,iħusobi,66r.18.6
9kaz,iħurs,46v.2.1
9kaz,iħurs,52r.1.3
9kaz,iħurs,86v6.18.2
9kaz,iħurs,86v5.35.4
9kc1coe,iħkškom,31v.9.1
9kc3o,iħkšo,66r.15.6
9kc6am,iħkbuŋg,rose.swest_center.9
9kc79,iħkfi,26r.4.5
9kc79,iħkfi,26r.8.8
9kc79,iħkfi,34r.4.1
9kc79,iħkfi,43r.1.2
9kc79,iħkfi,46r.5.8
9kc79,iħkfi,46v.1.4
9kc79,iħkfi,78v.31.7
9kc79,iħkfi,81v.13.3
9kc79,iħkfi,86v5.18.10
9kc79 kc89,iħkfi ħkbi,48r.4.6
9kc79hoy,iħkficos,39v.5.1
9kc7ay,iħkfus,73v.outer_ring.23
9kc7ay,iħkfus,rose.neast_ring.7
9kc7ay,iħkfus,rose.center_center_4.1
9kc8(,iħkbi,81v.13.4
9kc82c7(,iħkbškfi,114v.7.1
9kc89,iħkbi,26r.2.6
9kc89,iħkbi,26r.4.3
9kc89,iħkbi,26v.3.10
9kc89,iħkbi,41r.4.5
9kc89,iħkbi,43r.2.3
9kc89,iħkbi,48v.10.3
9kc89,iħkbi,75v.pond_text_2.1
9kc89,iħkbi,78r.31.1
9kc89,iħkbi,81v.12.9
9kc89,iħkbi,84r.20.2
9kc89,iħkbi,86v5.31.5
9kc89,iħkbi,105r.36.10
9kc89,iħkbi,116r.20.13
9kc8ay,iħkbus,85r2.quad_4_3.1
9kc8ay,iħkbus,rose.nwest_label_1.1
9kc8ay,iħkbus,104v.37.2
9kc9,iħki,10v.3.2
9kc9,iħki,34r.1.9
9kc9,iħki,41r.6.5
9kc9,iħki,43r.4.3
9kc9,iħki,44r.5.7
9kc9,iħki,46r.5.9
9kc9,iħki,68v3.3.8
9kc9,iħki,69r.outside_ring.21
9kc9,iħki,72r1.3rd_ring.2
9kc9,iħki,81v.24.1
9kc9,iħki,93v.2.5
9kc9 hcoy,iħki ckos,89v1.11.7
9kc9k19,iħkiħši,9v.4.1
9kcAj,iħkk'h,112r.42.10
9kcC9,iħkθi,86v3.north_4.5
9kcae,iħkum,54v.8.3
9kcan,iħkurg,23r.10.5
9kcay,iħkus,96v.2.1
9kcc(,iħkki,105r.4.7
9kcc79,iħkkfi,41v.6.4
9kcc79,iħkkfi,73v.outer_ring.27
9kcc79,iħkkfi,78v.21.8
9kcc89,iħkkbi,41r.5.3
9kcc89,iħkkbi,72v2.4th_ring.11
9kcc89,iħkkbi,86v6.25.1
9kcc89,iħkkbi,103r.33.9
9kcc89,iħkkbi,104r.16.10
9kcc89,iħkkbi,104r.29.3
9kcc89,iħkkbi,105r.5.2
9kcc89,iħkkbi,114v.24.7
9kcc89,iħkkbi,115v.2.3
9kcc9,iħkki,1v.2.1
9kcc9,iħkki,33r.6.1
9kcc9,iħkki,40v.16.9
9kcc9,iħkki,52v.5.1
9kcc9,iħkki,55v.2.2
9kcc9,iħkki,65v.4.4
9kcc9,iħkki,69r.outside_ring.25
9kcc9,iħkki,86v5.21.9
9kcc9,iħkki,86v3.east_4.2
